logM_cut,logM1,sigma,alpha,kappa,alpha_c,alpha_s,log10_f_ic
11.4801537777,13.7958775576,1.3706011707,1.5297990620,1.7372062015,1.7134986340,0.1208918578,-1.4419775794
12.8252485501,15.4813626893,0.1380815758,1.1050253153,2.5419498167,1.3848439215,1.7953648902,-0.9678795962
13.9944339620,15.2751725906,2.3946291742,0.9134508014,1.0295282516,0.6516285431,0.1400656867,-1.1455289815
12.2077476689,14.5572272915,1.2581891377,0.3912261714,1.5412960128,1.9365624784,0.6405172773,-1.9279908088
13.4963465641,12.2069246911,1.7877904067,1.4583802247,2.3355109095,1.8334466719,1.3429856272,-1.9099295394
12.7449980102,13.7731872583,1.8133590020,1.2267724059,0.3227306531,1.0110331056,1.5514774873,-1.7786880988
11.7650487612,15.5670310864,1.0624752342,0.5758399727,1.3162452416,0.3659221589,1.5317454848,-0.7297499362
13.3511102510,13.0501435965,0.4859481209,0.6855867410,1.4000103299,1.8006115659,0.4779331434,-1.6425649976
11.9020683317,15.7396659932,1.3663741613,1.1752897066,2.0343498078,0.8604455494,1.4120589667,-1.4699226104
12.0224345776,14.7878823616,2.9030117634,0.6999955838,1.3906385367,0.3272805747,0.4814039309,-1.0473290185
11.9820228339,13.9773636120,2.0263935177,1.9253516831,2.7594215251,0.7417006216,1.9512331006,-1.0254838231
11.4895645780,13.1917038293,0.3931247256,1.5727813898,1.3790307739,0.3227527404,1.3701096690,-1.1739940324
13.4681266347,14.1272496355,1.4741435702,1.5106909059,1.1653256339,0.7192756526,0.5320304829,-1.2512114810
12.4308493973,12.3765065050,2.5742985578,0.3561333504,1.1265109115,0.7738980859,1.2801404670,-0.7476422508
12.2649754663,12.3224228965,1.5005589958,1.2748209372,2.1256170295,1.5816124571,0.2376300338,-1.7166605652
13.7367866957,13.7012285882,1.1301118388,1.4669525911,2.0170109904,1.7436587113,1.0907542817,-1.0924584939
13.2433987786,12.8510846140,2.0063555419,1.6793411534,2.5972472337,1.6172745873,1.8626242263,-0.8392705066
13.4467276136,13.7149963721,0.7112018554,0.4624964053,0.5368251974,0.5681913476,1.8346894208,-1.8069209188
11.6679171430,12.6677658389,2.1094869615,0.4722476306,2.9099280195,0.7254872973,1.4997903882,-1.2074116113
13.3472026461,15.0069622459,0.8949266785,0.8478927409,0.9988659245,0.4663717377,1.8129794255,-1.5762726850
11.2277556009,14.2758286800,1.0360890289,1.8637449595,1.9887826376,0.4999717825,0.6164401415,-2.0233492953
12.9728511283,14.5081665887,1.9112907127,1.8581451694,2.1295244598,0.4902076327,0.4061461224,-0.8144592539
13.2082487117,15.6831920447,1.2601651376,1.7280898595,2.2827014453,1.9902854395,1.1708776472,-1.7294161904
13.2269369781,13.0845441452,0.6178334891,1.5387235180,2.9348346208,1.2810417298,0.1435355077,-1.9799281086
