logM_cut,logM1,sigma,alpha,kappa,alpha_c,alpha_s,log10_f_ic
12.2325965282,13.0689637327,0.2283125994,0.3579666469,0.9272870597,1.2900803512,0.4400286116,-0.6810876898
11.3107694035,14.5007934272,0.6986937594,1.1243941823,2.3242954877,0.1003666634,0.8987181370,-2.0824069969
13.6121406750,15.3407581599,1.1887679388,1.5479668496,1.7716971966,1.6132630498,1.8176809891,-1.7781742257
11.5142762874,15.3287837835,2.8266473868,1.9928413415,2.6063503986,0.3654517713,0.9712663386,-1.5271773857
11.3099683572,15.6659326970,0.5396406017,1.8948116214,2.0840604053,0.6658760765,0.5112212567,-1.0566677422
12.5244427371,15.2011157164,0.8767213413,0.9599636752,2.2171838257,0.8075552292,1.1592674858,-1.5836457246
11.7360419381,13.9670680421,2.6722991500,1.8800851094,2.0097130546,1.8657361728,1.5136210923,-0.9570202341
13.3463592826,15.9608809395,1.7288436079,0.3389726467,2.4198497689,0.4048683662,0.8296353612,-1.2712174109
13.6052587636,15.7813211263,1.1169673183,1.3995966361,1.9692039424,1.8342650158,1.9432354710,-1.5937497563
12.9633449207,14.7206117821,0.2806256278,0.6742626358,1.6010064580,0.7894107589,0.4977101274,-1.1106450191
11.2679080450,14.4760299885,2.2336856322,1.9406161148,1.2146719532,0.1912338536,0.9255997385,-0.8805376920
12.2767240513,13.2244618836,1.3432478986,1.2805067070,0.3447477416,0.8912300293,0.3719152500,-1.1205067125
11.9196942018,15.4615861768,0.2831463864,1.6339307055,0.3459122122,1.3135537801,1.0856525902,-1.8719256855
13.4002725211,12.4268667136,1.9513911653,1.9523916260,1.1714711786,0.1308065125,1.0452373212,-1.5578701003
11.8862870253,14.4876456741,0.5075707391,0.7878237210,0.6553048708,0.9042848485,0.9783124703,-0.9787783218
11.9401921367,12.6869121999,1.6330314602,1.0218474067,0.5730917502,1.5216787651,1.4923235427,-1.3687187242
12.8977621766,15.6239237396,1.9532342757,1.4899706432,0.8873979053,0.0999498142,1.0370751966,-0.7876212658
12.2120755329,15.6950603774,2.5713253432,0.9269190992,0.6806814984,0.1565306989,0.5779237921,-1.0934775215
13.7367896055,15.0420972952,2.9745360177,0.8990090102,1.5459221715,0.0016893806,1.5722272487,-1.4174195582
12.0233049248,15.7715389108,2.8072246895,0.7376297359,0.9101121759,1.0304451702,0.5378058729,-1.4520761785
13.2767525567,12.0801473869,2.2508531072,1.5962212346,0.7255033952,1.0525638933,0.5885508096,-1.4091771784
13.8719269584,12.8453208343,0.1719201843,0.4510259047,2.7813312118,1.3755456823,1.9753639985,-1.4640468463
13.3415760717,13.8110380172,1.7562279673,0.9130108282,1.4545737918,1.9558231379,0.0517134820,-0.8117902606
11.2121827782,14.0804670707,0.9712100695,0.5513014035,1.4890554417,1.9189648859,1.0470920237,-0.9066866284
13.3292510774,13.2899317172,1.7131159024,1.9127342612,2.5351448338,1.0357917579,0.8358750039,-1.2124334542
12.1069946168,15.0838860103,1.4035421685,0.9633469845,1.1362034014,1.6576617288,0.2288734900,-0.7247203511
11.9158804757,12.3465656330,1.0264592186,0.6931978405,2.2432595798,0.6517580303,1.3413535727,-0.9310608530
12.6161792513,15.6158085668,0.5618806448,0.7881011873,1.2507850253,1.4327329901,1.0147901086,-1.5173665415
13.1825564245,15.6457813667,0.1402123652,1.1649001322,2.0715125001,1.7169585537,1.3466974978,-1.8717345863
13.6665262773,12.1393638177,0.5877662208,1.4487816118,0.6658465416,0.1022991240,1.8443590122,-0.8449376946
13.6611410559,15.2175013910,2.1132577554,0.8335059969,2.8523826358,1.5000929061,1.5517602748,-0.6896661321
11.4863683527,13.6278335042,1.9991729347,0.5585317946,0.4994597316,1.5118880695,0.4798632262,-1.4686346651
11.9964916556,15.6643412756,0.5228572099,1.8679738954,1.9197756347,0.0517176427,0.8015385985,-1.2378696799
13.7303695949,13.4145029973,0.8914435734,0.3519204743,1.0499943862,1.1239138190,1.1025873978,-1.5764557207
13.5093604332,14.3229511209,1.1555127793,0.4928176986,0.6216757497,1.4695897656,1.9302211398,-1.5316650656
12.4893082610,12.6754476757,2.2432147102,1.3753914615,2.7070791933,1.5336533027,0.9814536487,-1.4245053104
13.1636541684,12.3683578550,2.9950374633,1.4363683111,0.9779864774,0.9472005791,0.3186167816,-1.7473752789
12.3182964923,13.2749160444,0.7955617412,1.9082369369,0.6876740054,1.1707452344,0.9120064376,-0.6640745686
13.6789573873,14.4400786009,0.0536975089,1.8799590983,1.2260490038,0.6647644358,1.4881031664,-1.6195846836
13.1433167976,14.2887136900,2.6409281373,1.4241844713,1.1486425462,1.4394534549,0.2135944861,-1.8226589199
13.2021987813,15.4564409695,0.9960374132,1.7832036256,1.3942569796,1.4024349963,1.9506932674,-0.7505211997
13.5497546073,13.9233569127,0.2559031361,0.6075051027,1.7792903075,0.5095059842,0.5036403755,-2.0109663158
12.1058133880,12.3031267385,2.1560079799,1.8935139130,0.8555287229,0.1826080708,1.7125144524,-1.5455770748
11.7912724048,15.2944597428,1.4162843265,1.0099961770,2.0658131467,1.9728082851,1.7943863542,-1.7459265779
13.1806836970,12.4844477548,0.5324223674,1.5864254327,2.9620461854,0.0584955962,0.0438104744,-0.8464398205
13.4337640844,15.1945978262,2.3818993942,1.7988677425,0.5581265476,0.2358544617,0.4576197545,-1.9089884637
13.6237246420,13.4365459131,0.9335990647,0.8964441456,0.9181038695,1.2420978991,1.8540554363,-1.4627425882
12.4187803625,13.2013340959,0.4072627319,0.6724818619,2.0594159754,0.8148307466,0.0048707824,-0.9432413945
13.4949684703,14.5404306394,2.4595520727,0.9749697583,1.8862704894,0.5159868308,0.7187184989,-2.0824697229
13.7672736679,15.5477842292,0.2343249863,0.6544361523,1.6556342755,0.3205669035,0.0009416593,-1.7156933757
12.5479374124,14.7799816102,0.2141639302,1.2575378673,1.1785314262,1.5105713027,1.8721925539,-0.8428785899
13.7203118123,14.6773136191,1.7361492432,1.9901422125,2.5660289450,0.1286313877,1.8732831777,-1.4986312250
11.8681689117,13.2977061169,2.6232965063,0.7458327879,2.6808071621,1.5243331709,0.0317399910,-1.8363071345
13.5747007722,12.2591991926,2.3965332039,0.7187352799,0.4334963143,1.9830023742,0.5710189332,-0.6425726596
13.2383873999,12.9212334281,0.5631465182,0.9056784479,1.3121790675,0.1910339310,1.2758872128,-0.6632508679
12.1532375455,13.5253291677,2.6521156602,1.6978871318,1.5059337555,1.2993924779,1.3312144903,-1.9202221794
13.8953076146,15.8522696111,0.3103562648,0.5627888266,0.7521070870,1.3433814729,0.7808464995,-1.6408996303
12.5297787239,13.3105021164,1.6115194583,0.8007755425,1.5097499368,1.1006595357,0.4490500733,-1.4994438982
12.8695368795,14.8378942338,2.0502664645,1.9580777633,2.1331395831,0.3715813370,1.7499494626,-0.8345852764
12.1173599258,12.8945806853,0.0188375369,1.4774213200,2.5809518669,0.4322366953,0.4480327242,-1.2699597644
13.6022436863,13.5724485854,1.8392293504,1.6345879189,2.4238489230,1.8511115534,0.1564881661,-1.6921080173
13.0613339554,14.7123198517,2.4570850271,0.5997602815,1.7540190749,0.2656054153,1.7695144621,-1.6570577538
11.9857112058,14.5174913557,1.4786693332,0.7031881555,1.5305207450,0.2528018584,0.4930238551,-1.8399339297
13.6187716810,15.9089138311,0.0127790981,1.1680479448,0.7721469461,1.3587277997,1.0011256366,-0.9883703250
13.8132742032,14.8690537080,1.2063350169,1.2402467737,2.6992479353,1.2403164588,0.8842959524,-1.7236948726
12.3267404479,12.7068496177,0.4790376479,1.2175061290,1.5226775124,1.1752013285,1.2130717365,-1.1909920205
11.3281319591,12.6140057752,1.8416840714,1.5334976077,1.2008188121,0.8193555538,0.7661385703,-1.2505432436
13.8823704478,12.4858633677,0.1931545440,0.6600110824,2.4432726144,0.5685860376,1.8975459683,-1.4622174488
12.4267860658,14.4463955272,2.3991944426,1.2467383219,0.7366198600,0.2648222829,1.4626760959,-0.7621184501
11.6945927472,13.5138844476,0.3334456139,1.4733339994,1.9664059503,0.9423538443,0.0574356952,-1.9303456808
13.1749014804,14.5393917132,0.0662192194,0.6767788296,1.6178196431,0.0652901526,1.5385621688,-1.4806021616
11.3010231449,13.8714044510,2.6901805448,1.1236700504,2.7217940043,0.8121617156,1.7826831555,-1.2785574986
11.9176455766,13.5220452244,1.6789656724,1.5350679370,0.9521938726,1.0146635272,0.3249603633,-0.9572265148
13.7997916091,14.8928086545,1.6831393151,0.9676127096,0.7334124368,0.6549643830,0.5433638634,-1.2597499752
12.0763926547,14.2048094179,1.1880085909,1.3973624784,2.2619178003,1.1818487694,1.6861822268,-0.8296427543
13.3950283359,15.4979238088,0.7427756511,0.6806878370,0.7595078468,0.8837595451,1.1482926248,-1.9810044278
13.1422352881,13.6530749293,2.6235009338,0.9557925546,1.7215875571,1.7764959876,0.6087540470,-1.4037285646
13.0790253344,12.7405731218,2.9402811991,0.5228525817,1.5469497406,1.7293663286,0.2882771038,-1.2132314166
11.4494142067,13.8564346795,0.4773936316,1.1464500467,0.5882504527,1.5756502477,1.3978901447,-1.9504563755
12.1906656282,12.8333541879,2.0787616116,1.7146969345,1.9805697197,0.3780185960,0.6259490169,-0.7898418758
12.8310259821,15.6010954627,0.0367727455,1.5531568913,0.7461200397,1.1995415513,0.4962014277,-0.8795643807
11.6286903458,12.0241267059,2.8950123584,1.0844684873,2.9475347362,0.8053058748,0.5880734859,-0.9484617932
12.0726223861,15.0211995341,0.5171752441,1.5110768818,2.2150732703,0.5693765914,1.4892816880,-0.8520706085
11.8578140048,15.2347196624,1.4854791235,1.9310444139,1.9125743631,0.0095315055,1.8159565074,-0.7174188320
13.4993143431,14.6006009543,1.0889827503,1.7090016739,1.6545543721,0.0431921306,1.2706509661,-1.0692137950
12.0880299302,13.9094742278,1.3921368641,1.6639782278,2.2477377253,0.6443410900,1.0598432503,-2.0837426261
11.9886089006,12.6374247676,1.6695500374,0.6924793357,0.7774394442,0.4221177872,1.3015753504,-1.3808283928
13.1523561121,12.9082490122,1.5388591146,0.3629129260,0.5795621360,1.9318581753,0.0481042152,-0.7922752784
12.2708281531,13.5594036320,2.9093983022,0.9629634459,2.2072695353,1.7738292281,0.4757344602,-0.8831779973
11.3577355706,14.6507406412,1.4391728103,1.8613981719,2.9196236175,1.1018157575,1.9621687082,-1.0437781822
12.8625603614,15.2337249978,1.2326908574,1.6969950789,1.8597071629,1.8057489838,1.0318579718,-0.7187630541
13.2477865128,12.7634843236,2.8973847165,1.5574199466,2.3802123483,1.1269068243,1.3934783266,-1.7930959148
11.9975319668,15.2916148024,0.2220146724,1.2438430264,1.3288605244,0.3649548677,1.7152619332,-0.8333094094
11.3965814245,12.8262734669,1.3744590566,1.3300590241,2.7979657494,1.0471366209,0.0380213592,-1.1092588996
11.5680774511,15.4379167980,1.7026021473,0.4594389608,1.6939276136,0.6905442279,0.6430529535,-1.0694638938
12.9090000879,15.7260420957,0.0828969818,1.0694966785,1.1342991827,0.1361922148,0.2403786398,-1.5127937837
11.5833300563,12.8149304962,1.4024699196,0.6468954685,2.0328425302,0.5971922257,0.8388981507,-1.1905909519
12.5620284114,15.3154693695,2.7439992265,1.8469516295,2.5881715606,0.5831744583,1.3896624676,-1.7670657196
11.9626182605,13.5529410951,1.0380838012,1.5397735237,1.4967189147,0.0274582079,1.0098714328,-1.3393949731
13.5652371826,15.8442732338,1.9445124935,0.4090935880,1.3598150505,0.9180889646,1.6138618481,-1.8973891446
13.9715100311,14.1173025580,0.7294622635,0.4847661163,0.5101192240,1.1918669660,0.3324430185,-1.3200750133
13.6824925901,13.3969831963,2.2702569937,0.8719584000,2.6044956544,1.5002009895,1.9957247113,-1.5866679064
12.5696423680,13.4693367618,1.2908109193,1.9616610313,0.6723718055,0.6293240237,1.8282373161,-0.7820506750
12.5088937075,13.3384708388,2.8467829308,0.6446733451,0.7394270707,1.7070279385,0.4499737543,-1.2846216301
13.6767422311,13.3818316628,0.5178037573,1.1722555632,1.4561310108,0.1168789687,0.1617455499,-1.0930107342
12.4283360450,15.3420996391,1.3043295434,0.9679251971,0.3985816887,1.5645041353,0.6132039076,-1.1053957708
11.2704004724,12.5899076332,0.7802681988,1.7612559087,2.8194551081,0.5456676638,0.8999373753,-1.7002472900
12.1044843178,13.3565082846,1.3431300102,1.1042014754,1.1126502415,0.4620876292,1.6270422300,-1.6073655249
11.9665913242,14.0245345804,2.0795901131,1.9932124161,0.6786974205,1.8232992104,1.5902754182,-0.6761365515
13.5914717980,13.3044803525,1.5858670822,0.3666691439,0.3244767815,0.1128121230,0.8647196278,-1.6289216022
12.0225432536,13.7021613674,2.6535189015,0.7342863443,2.9597186158,0.2801389581,1.1782149121,-1.2418636660
11.6016568157,12.6630731435,0.3638747890,1.7082078947,0.3958604330,1.8309356530,0.8630033232,-0.8948663156
13.9979286647,13.9891899164,1.1547485041,0.4305873104,0.4111332742,1.8247007930,1.9453794217,-0.6581342207
13.7192904351,15.6847879310,1.1709292029,1.9691639595,2.6784648616,0.4898047080,1.0679394815,-1.1390148929
13.1710893728,12.2959528164,1.5190255882,1.7366526869,0.3810178171,0.5361835767,1.5166435317,-1.3696368193
12.1125279304,12.2086668388,0.6993947185,1.2440315667,1.9453865391,1.7496378464,0.4848516115,-1.1900001414
11.5951568348,15.8654881652,2.1278429505,0.5874895784,1.5025161263,1.0241482241,0.4224715754,-1.8701344810
13.1354377845,14.7469992919,2.4433867009,0.8699077933,2.2546411731,0.7947408972,1.1958120575,-1.6511554913
13.6850734664,15.6726841855,1.6395362653,0.5910367484,1.1032155552,0.4293464298,1.5740668138,-1.7261424384
12.1270989000,14.9673718953,0.3977234552,0.8027049598,0.5918769777,1.2631299407,0.9836753530,-2.0003070263
13.5782577634,13.8888862805,1.1775839293,0.5556225262,1.7041943694,0.1891705918,0.1849458150,-1.3588155517
12.6050668293,14.6453304827,1.8988111298,0.9251670433,0.7795560024,1.4448400400,1.4375840000,-2.0952268780
13.0937692841,15.7677343686,2.6684016302,1.3552616206,0.3780266223,1.8771653510,0.1501586984,-1.3330673988
13.2972475776,14.8445387100,0.7390729637,1.4922648555,1.5299177248,1.2456719081,0.4718447855,-0.6405955207
11.7887243730,12.5701263705,2.8050501698,1.8211278861,1.8873537360,1.6165951820,0.3270183661,-1.1979680984
13.1556938808,13.6903187120,1.7095663204,1.9167264907,2.2403596220,1.5306644173,1.3167146768,-1.6461305743
12.2984540634,13.1333448405,2.6568283539,0.4046565044,0.6401338756,0.9073251540,0.5955580086,-0.7878976379
11.2374469746,12.7793587359,1.2135802476,1.9641136780,0.7453384675,0.2213465535,1.1122846239,-1.0139742183
11.6352922919,13.4321104758,1.6503668197,0.7901059362,0.5808993586,0.8664231967,1.8748381886,-1.7986580358
11.9493156393,13.0246699834,2.7945540837,0.3797301801,0.4717301988,0.4581694462,0.5425160257,-1.7632602687
12.4895174551,12.1712194459,0.1995534255,1.6387139135,1.3170886850,0.0249123644,1.9685753822,-1.2132997257
12.3968455410,12.6195832015,0.9545014701,0.9698411764,1.4175211335,0.9796620157,0.4273161933,-0.6568729643
12.2770454652,15.5551425385,0.2839163040,1.2118655416,1.1697183241,1.7903432019,1.6205183608,-1.7851012778
13.4680138273,13.3649175010,0.1250496678,0.6546953388,1.9484417357,1.5406205081,0.6583858586,-1.3967958187
12.9711162254,14.1252795089,2.6082094475,1.2209370041,2.8792450928,1.4243089545,1.1564209703,-1.1898663511
13.3441989624,15.4082932940,2.6485756101,1.7929713936,1.9992982836,1.2761895267,0.8691077505,-1.0013765059
11.4964320748,12.4548859884,1.4886386502,0.7451656616,2.3024358390,1.8809570658,0.4399121941,-2.0590917894
11.6618883561,14.8140005049,0.0497466977,1.0706508737,2.4582903990,1.1177556499,1.9273115036,-1.0160707907
12.1219687074,15.4368946043,0.2987955512,1.3808324925,0.3152748567,1.0677253522,1.9666200998,-1.9841261156
13.8489669542,13.1674491308,2.8815972283,0.6581038759,2.0620118673,0.3905812460,1.3114254748,-1.6968520020
12.2221824630,15.0648672155,1.7200374023,0.8676531836,2.6167703598,1.0341693412,0.4088364176,-1.9446096142
13.9271408127,12.2913851782,1.8429544817,0.5359307084,1.2098328978,1.5681302333,0.5830085219,-0.9476362306
13.9062541831,14.8289832049,1.0734643362,1.9035183525,0.7299813611,1.3314353179,1.6488637143,-0.9327210676
11.2629110501,12.2672798948,2.5864978037,1.5354677239,0.9539263190,1.2412961106,1.7769601182,-0.9353944055
12.1995624145,15.9144091356,1.8804767216,1.4442381975,0.6733234220,0.9274404371,1.4974663251,-0.6293221695
11.5406103566,15.4424165910,2.0890139146,0.3959071278,2.2529589875,0.0147288898,1.0677579789,-1.2626104051
12.4511567520,14.1145400468,0.1584767854,0.3384597996,2.0071224636,0.1073918081,0.9978015736,-0.7484469825
12.8835496275,13.8049737344,2.5324494870,1.8003874401,1.9096890043,1.2418965795,1.1078625964,-1.4053944317
11.5280418511,12.9561688314,0.6097780266,0.6491676080,2.8734077132,1.7761575193,1.3175245684,-1.5660090948
12.4581794645,14.2820420974,0.9126471199,0.9839323887,0.4355506883,0.6481554682,1.4175236525,-1.2893712184
13.4071056377,15.4494766524,2.4459468175,1.1067177168,0.5643247971,1.2405605880,0.4464921855,-1.0403303004
12.8896047385,14.9082040507,2.9453878368,1.7001985361,2.2721312216,0.4318684482,0.8068388208,-1.1775983657
13.1527795630,14.7856746155,0.6308609740,1.0988912025,1.5065886613,1.8685743648,1.9676803788,-0.8595771688
12.8275021318,14.0051944083,0.3019987533,1.7714702573,2.3949590533,0.9513795561,0.1957159023,-1.9903105396
12.4562512820,12.6296836019,1.0412208540,0.3005077213,1.4270202946,0.4073736536,0.6113914230,-1.6085752651
11.4289190850,14.0683047916,2.6878148921,0.3404133628,2.7663715688,0.5024582668,0.3133039421,-1.2727045421
12.2808635979,13.1607913375,0.9680238056,0.5816091460,1.6106755958,0.1427777706,0.0399993112,-1.8277232244
11.7733041367,15.5889160558,1.8281852279,0.6279055085,1.7966252617,0.3783637689,1.5607340122,-0.6151068431
13.9441720528,13.5607569549,0.3936341175,1.9782512361,1.3516437654,1.2983215485,1.5838552521,-1.6723850789
13.4516962653,15.8393113014,2.5446636640,1.3691875025,2.5552333473,1.9797174264,1.9006782190,-1.1147303033
13.8902617855,15.1931047879,0.8919530705,0.8180737782,2.2653546579,0.9054695496,1.0772656754,-1.0161888687
12.1842937999,15.4439760130,1.4797373829,0.5295323931,2.6829133282,0.2029416727,1.9429818025,-0.6949717010
13.1714988204,14.0798199720,2.5494367546,0.4190723693,1.6867017633,0.5774306713,0.2375167028,-1.1385434287
12.8154396173,13.5107395244,1.3241241953,0.9477739945,0.8610653185,1.3756769302,1.7849387091,-1.8122110118
13.1849763478,14.0528654936,0.0068032060,1.9495240191,2.7228124606,1.5748304420,1.6765791083,-1.4086563946
13.8990288906,12.3452533614,0.9489416803,0.9596291734,2.8119042509,0.4528507888,0.5887002234,-2.0578721797
11.2648894293,12.7893205295,2.5842069614,1.8842228390,2.8261223844,1.9492116703,1.2834993378,-1.1319172936
11.2746426208,13.4169777623,2.5416135015,0.7632547828,2.1132225360,1.3149539875,0.9360977177,-0.7372808996
11.6043316549,12.5000011506,2.2861487935,0.4141385701,2.9452433548,1.6768915859,0.4622369640,-1.9608570584
11.4195416828,12.7340771948,0.8316966041,1.3802244426,1.6220743837,0.5517958925,1.6847745927,-1.5049909866
11.9889210522,14.4504317566,1.0684880302,1.5233420235,0.8719532245,0.3369329931,1.9529360843,-1.6471873176
13.4743966758,14.5377394150,2.3092263769,1.5828035911,0.5137874638,0.2002196430,1.1983987615,-1.5138355389
12.0417316071,14.8391531291,1.2417302441,1.7619554809,1.1148789768,1.0079537764,0.3355492024,-1.1707644785
13.9161267553,13.0027111898,0.8359164748,1.6017918752,2.3783982500,0.9061291861,1.5753985521,-1.2548719300
13.6441325346,15.4184107095,2.4829155642,0.8578283465,0.6616010101,0.3850680552,1.4493270728,-1.9680165856
13.2911896740,14.2250175453,0.3415727168,1.1133518343,0.6349129887,1.4206703602,1.3133946776,-1.4745238517
